	Rhodotorula_mucilaginosa_CHIFNET_18NJ590.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00003721	2	1	3	1.0	multi-copy
GF00003722	2	1	3	1.0	multi-copy
GF00003723	2	1	3	1.0	multi-copy
GF00003724	2	1	3	1.0	multi-copy
GF00003725	2	1	3	1.0	multi-copy
GF00003726	2	1	3	1.0	multi-copy
GF00003727	2	1	3	1.0	multi-copy
GF00003728	2	1	3	1.0	multi-copy
GF00003729	2	1	3	1.0	multi-copy
GF00003730	2	1	3	1.0	multi-copy
GF00003731	2	1	3	1.0	multi-copy
GF00003732	2	1	3	1.0	multi-copy
GF00003733	2	1	3	1.0	multi-copy
GF00003734	2	1	3	1.0	multi-copy
GF00003735	2	1	3	1.0	multi-copy
GF00003736	2	1	3	1.0	multi-copy
GF00003737	2	1	3	1.0	multi-copy
GF00003738	2	1	3	1.0	multi-copy
GF00003739	2	1	3	1.0	multi-copy
GF00003740	2	1	3	1.0	multi-copy
GF00003741	2	1	3	1.0	multi-copy
GF00003742	2	1	3	1.0	multi-copy
GF00003743	2	1	3	1.0	multi-copy
GF00003744	2	1	3	1.0	multi-copy
GF00003745	2	1	3	1.0	multi-copy
GF00003746	2	1	3	1.0	multi-copy
GF00003747	2	1	3	1.0	multi-copy
GF00003748	2	1	3	1.0	multi-copy
GF00003749	2	1	3	1.0	multi-copy
GF00003750	2	1	3	1.0	multi-copy
GF00003751	2	1	3	1.0	multi-copy
GF00003752	2	1	3	1.0	multi-copy
GF00003753	2	1	3	1.0	multi-copy
GF00003754	2	1	3	1.0	multi-copy
GF00003755	2	1	3	1.0	multi-copy
GF00003756	2	1	3	1.0	multi-copy
GF00003757	2	1	3	1.0	multi-copy
GF00003758	2	1	3	1.0	multi-copy
GF00003759	2	1	3	1.0	multi-copy
GF00003760	2	1	3	1.0	multi-copy
GF00003761	2	1	3	1.0	multi-copy
GF00003762	2	1	3	1.0	multi-copy
GF00003763	2	1	3	1.0	multi-copy
GF00003764	2	1	3	1.0	multi-copy
GF00003765	2	1	3	1.0	multi-copy
GF00003766	2	1	3	1.0	multi-copy
GF00003767	2	1	3	1.0	multi-copy
GF00003768	2	1	3	1.0	multi-copy
GF00003769	2	1	3	1.0	multi-copy
GF00003770	2	1	3	1.0	multi-copy
GF00003771	2	1	3	1.0	multi-copy
GF00003772	2	1	3	1.0	multi-copy
GF00003773	2	1	3	1.0	multi-copy
GF00003774	2	1	3	1.0	multi-copy
GF00003775	2	1	3	1.0	multi-copy
GF00003776	2	1	3	1.0	multi-copy
GF00003777	2	1	3	1.0	multi-copy
GF00003778	2	1	3	1.0	multi-copy
GF00003779	2	1	3	1.0	multi-copy
GF00003780	2	1	3	1.0	multi-copy
GF00003781	2	1	3	1.0	multi-copy
GF00003782	2	1	3	1.0	multi-copy
GF00003783	2	1	3	1.0	multi-copy
GF00003784	2	1	3	1.0	multi-copy
GF00003785	2	1	3	1.0	multi-copy
GF00003786	2	1	3	1.0	multi-copy
GF00003787	2	1	3	1.0	multi-copy
GF00003788	2	1	3	1.0	multi-copy
GF00003789	2	1	3	1.0	multi-copy
GF00003790	2	1	3	1.0	multi-copy
GF00003791	2	1	3	1.0	multi-copy
GF00003792	2	1	3	1.0	multi-copy
GF00003793	2	1	3	1.0	multi-copy
GF00003794	2	1	3	1.0	multi-copy
GF00003795	2	1	3	1.0	multi-copy
GF00003796	2	1	3	1.0	multi-copy
GF00003797	2	1	3	1.0	multi-copy
GF00003798	2	1	3	1.0	multi-copy
GF00003799	2	1	3	1.0	multi-copy
GF00003800	2	1	3	1.0	multi-copy
GF00003801	2	1	3	1.0	multi-copy
GF00003802	2	1	3	1.0	multi-copy
GF00003803	2	1	3	1.0	multi-copy
GF00003804	2	1	3	1.0	multi-copy
GF00003805	2	1	3	1.0	multi-copy
GF00003806	2	1	3	1.0	multi-copy
GF00003807	2	1	3	1.0	multi-copy
GF00003808	2	1	3	1.0	multi-copy
GF00003809	2	1	3	1.0	multi-copy
GF00003810	2	1	3	1.0	multi-copy
GF00003811	2	1	3	1.0	multi-copy
GF00003812	2	1	3	1.0	multi-copy
GF00003813	2	1	3	1.0	multi-copy
GF00003814	2	1	3	1.0	multi-copy
GF00003815	2	1	3	1.0	multi-copy
GF00003816	2	1	3	1.0	multi-copy
GF00003817	2	1	3	1.0	multi-copy
GF00003818	2	1	3	1.0	multi-copy
GF00003819	2	1	3	1.0	multi-copy
GF00003820	2	1	3	1.0	multi-copy
GF00003821	2	1	3	1.0	multi-copy
GF00003822	2	1	3	1.0	multi-copy
GF00003823	2	1	3	1.0	multi-copy
GF00003824	2	1	3	1.0	multi-copy
GF00003825	2	1	3	1.0	multi-copy
GF00003826	2	1	3	1.0	multi-copy
GF00003827	2	1	3	1.0	multi-copy
GF00003828	2	1	3	1.0	multi-copy
GF00003829	2	1	3	1.0	multi-copy
GF00003830	2	1	3	1.0	multi-copy
GF00003831	2	1	3	1.0	multi-copy
GF00003832	2	1	3	1.0	multi-copy
GF00003833	2	1	3	1.0	multi-copy
GF00003834	2	1	3	1.0	multi-copy
GF00003835	2	1	3	1.0	multi-copy
GF00003836	2	1	3	1.0	multi-copy
GF00003837	2	1	3	1.0	multi-copy
GF00003838	2	1	3	1.0	multi-copy
GF00003839	2	1	3	1.0	multi-copy
GF00003840	2	1	3	1.0	multi-copy
GF00003841	2	1	3	1.0	multi-copy
GF00003842	2	1	3	1.0	multi-copy
GF00003843	2	1	3	1.0	multi-copy
GF00003844	2	1	3	1.0	multi-copy
GF00003845	2	1	3	1.0	multi-copy
GF00003846	2	1	3	1.0	multi-copy
GF00003847	2	1	3	1.0	multi-copy
GF00003848	2	1	3	1.0	multi-copy
GF00003849	2	1	3	1.0	multi-copy
GF00003850	2	1	3	1.0	multi-copy
GF00003851	2	1	3	1.0	multi-copy
GF00003852	2	1	3	1.0	multi-copy
GF00003853	2	1	3	1.0	multi-copy
GF00003854	2	1	3	1.0	multi-copy
GF00003855	2	1	3	1.0	multi-copy
GF00003856	2	1	3	1.0	multi-copy
GF00003857	2	1	3	1.0	multi-copy
GF00003858	2	1	3	1.0	multi-copy
GF00003859	2	1	3	1.0	multi-copy
GF00003860	2	1	3	1.0	multi-copy
GF00003861	2	1	3	1.0	multi-copy
GF00003862	2	1	3	1.0	multi-copy
GF00003863	2	1	3	1.0	multi-copy
GF00003864	2	1	3	1.0	multi-copy
GF00003865	2	1	3	1.0	multi-copy
GF00003866	2	1	3	1.0	multi-copy
GF00003867	2	1	3	1.0	multi-copy
GF00003868	2	1	3	1.0	multi-copy
GF00003869	2	1	3	1.0	multi-copy
GF00003870	2	1	3	1.0	multi-copy
GF00003871	2	1	3	1.0	multi-copy
GF00003872	2	1	3	1.0	multi-copy
GF00003873	2	1	3	1.0	multi-copy
GF00003874	2	1	3	1.0	multi-copy
GF00003875	2	1	3	1.0	multi-copy
GF00003876	2	1	3	1.0	multi-copy
GF00003877	2	1	3	1.0	multi-copy
GF00003878	2	1	3	1.0	multi-copy
GF00003879	2	1	3	1.0	multi-copy
GF00003880	2	1	3	1.0	multi-copy
GF00003881	2	1	3	1.0	multi-copy
GF00003882	2	1	3	1.0	multi-copy
GF00003883	2	1	3	1.0	multi-copy
GF00003884	2	1	3	1.0	multi-copy
GF00003885	2	1	3	1.0	multi-copy
GF00003886	2	1	3	1.0	multi-copy
GF00003887	2	1	3	1.0	multi-copy
GF00003888	2	1	3	1.0	multi-copy
GF00003889	2	1	3	1.0	multi-copy
GF00003890	2	1	3	1.0	multi-copy
GF00003891	2	1	3	1.0	multi-copy
GF00003892	2	1	3	1.0	multi-copy
GF00003893	2	1	3	1.0	multi-copy
GF00003894	2	1	3	1.0	multi-copy
GF00003895	2	1	3	1.0	multi-copy
GF00003896	2	1	3	1.0	multi-copy
GF00003897	2	1	3	1.0	multi-copy
GF00003898	2	1	3	1.0	multi-copy
GF00003899	2	1	3	1.0	multi-copy
GF00003900	2	1	3	1.0	multi-copy
GF00003901	2	1	3	1.0	multi-copy
GF00003902	2	1	3	1.0	multi-copy
GF00003903	2	1	3	1.0	multi-copy
GF00003904	2	1	3	1.0	multi-copy
GF00003905	2	1	3	1.0	multi-copy
GF00003906	2	1	3	1.0	multi-copy
GF00003907	2	1	3	1.0	multi-copy
GF00003908	2	1	3	1.0	multi-copy
GF00003909	2	1	3	1.0	multi-copy
GF00003910	2	1	3	1.0	multi-copy
GF00003911	2	1	3	1.0	multi-copy
GF00003912	2	1	3	1.0	multi-copy
GF00003913	2	1	3	1.0	multi-copy
GF00003914	2	1	3	1.0	multi-copy
GF00003915	2	1	3	1.0	multi-copy
GF00003916	2	1	3	1.0	multi-copy
GF00003917	2	1	3	1.0	multi-copy
GF00003918	2	1	3	1.0	multi-copy
GF00003919	2	1	3	1.0	multi-copy
GF00003920	2	1	3	1.0	multi-copy
GF00003921	2	1	3	1.0	multi-copy
GF00003922	2	1	3	1.0	multi-copy
GF00003923	2	1	3	1.0	multi-copy
GF00003924	2	1	3	1.0	multi-copy
GF00003925	2	1	3	1.0	multi-copy
GF00003926	2	1	3	1.0	multi-copy
GF00003927	2	1	3	1.0	multi-copy
GF00003928	2	1	3	1.0	multi-copy
GF00003929	2	1	3	1.0	multi-copy
GF00003930	2	1	3	1.0	multi-copy
GF00003931	2	1	3	1.0	multi-copy
GF00003932	2	1	3	1.0	multi-copy
GF00003933	2	1	3	1.0	multi-copy
GF00003934	2	1	3	1.0	multi-copy
GF00003935	2	1	3	1.0	multi-copy
GF00003936	2	1	3	1.0	multi-copy
GF00003937	2	1	3	1.0	multi-copy
GF00003938	2	1	3	1.0	multi-copy
GF00003939	2	1	3	1.0	multi-copy
GF00003940	2	1	3	1.0	multi-copy
GF00003941	2	1	3	1.0	multi-copy
GF00003942	2	1	3	1.0	multi-copy
GF00003943	2	1	3	1.0	multi-copy
GF00003944	2	1	3	1.0	multi-copy
GF00003945	2	1	3	1.0	multi-copy
GF00003946	2	1	3	1.0	multi-copy
GF00003947	2	1	3	1.0	multi-copy
GF00003948	2	1	3	1.0	multi-copy
GF00003949	2	1	3	1.0	multi-copy
GF00003950	2	1	3	1.0	multi-copy
GF00003951	2	1	3	1.0	multi-copy
GF00003952	2	1	3	1.0	multi-copy
GF00003953	2	1	3	1.0	multi-copy
GF00003954	2	1	3	1.0	multi-copy
GF00003955	2	1	3	1.0	multi-copy
GF00003956	2	1	3	1.0	multi-copy
GF00003957	2	1	3	1.0	multi-copy
GF00003958	2	1	3	1.0	multi-copy
GF00003959	2	1	3	1.0	multi-copy
GF00003960	2	1	3	1.0	multi-copy
GF00003961	2	1	3	1.0	multi-copy
GF00003962	2	1	3	1.0	multi-copy
GF00003963	2	1	3	1.0	multi-copy
GF00003964	2	1	3	1.0	multi-copy
GF00003965	2	1	3	1.0	multi-copy
GF00003966	2	1	3	1.0	multi-copy
GF00003967	2	1	3	1.0	multi-copy
GF00003968	2	1	3	1.0	multi-copy
GF00003969	3	0	3	0.5	multi-copy
GF00003970	2	1	3	1.0	multi-copy
GF00003971	2	1	3	1.0	multi-copy
GF00003972	2	1	3	1.0	multi-copy
GF00003973	2	1	3	1.0	multi-copy
GF00003974	2	1	3	1.0	multi-copy
GF00003975	2	1	3	1.0	multi-copy
GF00003976	2	1	3	1.0	multi-copy
GF00003977	2	1	3	1.0	multi-copy
GF00003978	2	1	3	1.0	multi-copy
GF00003979	2	1	3	1.0	multi-copy
GF00003980	2	1	3	1.0	multi-copy
GF00003981	2	1	3	1.0	multi-copy
GF00003982	2	1	3	1.0	multi-copy
GF00003983	2	1	3	1.0	multi-copy
GF00003984	2	1	3	1.0	multi-copy
GF00003985	2	1	3	1.0	multi-copy
GF00003986	2	1	3	1.0	multi-copy
GF00003987	2	1	3	1.0	multi-copy
GF00003988	2	1	3	1.0	multi-copy
GF00003989	2	1	3	1.0	multi-copy
GF00003990	2	1	3	1.0	multi-copy
GF00003991	2	1	3	1.0	multi-copy
GF00003992	2	1	3	1.0	multi-copy
GF00003993	2	1	3	1.0	multi-copy
GF00003994	2	1	3	1.0	multi-copy
GF00003995	2	1	3	1.0	multi-copy
GF00003996	2	1	3	1.0	multi-copy
GF00003997	2	1	3	1.0	multi-copy
GF00003998	2	1	3	1.0	multi-copy
GF00003999	2	1	3	1.0	multi-copy
GF00004000	2	1	3	1.0	multi-copy
GF00004001	2	1	3	1.0	multi-copy
GF00004002	2	1	3	1.0	multi-copy
GF00004003	2	1	3	1.0	multi-copy
GF00004004	2	1	3	1.0	multi-copy
GF00004005	2	1	3	1.0	multi-copy
GF00004006	2	1	3	1.0	multi-copy
GF00004007	2	1	3	1.0	multi-copy
GF00004008	2	1	3	1.0	multi-copy
GF00004009	2	1	3	1.0	multi-copy
GF00004010	2	1	3	1.0	multi-copy
GF00004011	2	1	3	1.0	multi-copy
GF00004012	2	1	3	1.0	multi-copy
GF00004013	2	1	3	1.0	multi-copy
GF00004014	2	1	3	1.0	multi-copy
GF00004015	2	1	3	1.0	multi-copy
GF00004016	2	1	3	1.0	multi-copy
GF00004017	2	1	3	1.0	multi-copy
GF00004018	2	1	3	1.0	multi-copy
GF00004019	2	1	3	1.0	multi-copy
GF00004020	2	1	3	1.0	multi-copy
GF00004021	2	1	3	1.0	multi-copy
GF00004022	2	1	3	1.0	multi-copy
GF00004023	2	1	3	1.0	multi-copy
GF00004024	2	1	3	1.0	multi-copy
GF00004025	2	1	3	1.0	multi-copy
GF00004026	2	1	3	1.0	multi-copy
GF00004027	2	1	3	1.0	multi-copy
GF00004028	2	1	3	1.0	multi-copy
GF00004029	2	1	3	1.0	multi-copy
GF00004030	2	1	3	1.0	multi-copy
GF00004031	2	1	3	1.0	multi-copy
GF00004032	2	1	3	1.0	multi-copy
GF00004033	2	1	3	1.0	multi-copy
GF00004034	2	1	3	1.0	multi-copy
GF00004035	2	1	3	1.0	multi-copy
GF00004036	2	1	3	1.0	multi-copy
GF00004037	2	1	3	1.0	multi-copy
GF00004038	2	1	3	1.0	multi-copy
GF00004039	2	1	3	1.0	multi-copy
GF00004040	2	1	3	1.0	multi-copy
GF00004041	2	1	3	1.0	multi-copy
GF00004042	2	1	3	1.0	multi-copy
GF00004043	2	1	3	1.0	multi-copy
GF00004044	2	1	3	1.0	multi-copy
GF00004045	2	1	3	1.0	multi-copy
GF00004046	2	1	3	1.0	multi-copy
GF00004047	2	1	3	1.0	multi-copy
GF00004048	2	1	3	1.0	multi-copy
GF00004049	2	1	3	1.0	multi-copy
GF00004050	2	1	3	1.0	multi-copy
GF00004051	2	1	3	1.0	multi-copy
GF00004052	2	1	3	1.0	multi-copy
GF00004053	2	1	3	1.0	multi-copy
GF00004054	2	1	3	1.0	multi-copy
GF00004055	2	1	3	1.0	multi-copy
GF00004056	2	1	3	1.0	multi-copy
GF00004057	2	1	3	1.0	multi-copy
GF00004058	2	1	3	1.0	multi-copy
GF00004059	2	1	3	1.0	multi-copy
GF00004060	2	1	3	1.0	multi-copy
GF00004061	2	1	3	1.0	multi-copy
GF00004062	2	1	3	1.0	multi-copy
GF00004063	2	1	3	1.0	multi-copy
GF00004064	2	1	3	1.0	multi-copy
GF00004065	2	1	3	1.0	multi-copy
GF00004066	2	1	3	1.0	multi-copy
GF00004067	2	1	3	1.0	multi-copy
GF00004068	2	1	3	1.0	multi-copy
GF00004069	2	1	3	1.0	multi-copy
GF00004070	2	1	3	1.0	multi-copy
GF00004071	2	1	3	1.0	multi-copy
GF00004072	2	1	3	1.0	multi-copy
GF00004073	2	1	3	1.0	multi-copy
GF00004074	2	1	3	1.0	multi-copy
GF00004075	2	1	3	1.0	multi-copy
GF00004076	2	1	3	1.0	multi-copy
GF00004077	2	1	3	1.0	multi-copy
GF00004078	2	1	3	1.0	multi-copy
GF00004079	2	1	3	1.0	multi-copy
GF00004080	2	1	3	1.0	multi-copy
GF00004081	2	1	3	1.0	multi-copy
GF00004082	2	1	3	1.0	multi-copy
GF00004083	2	1	3	1.0	multi-copy
GF00004084	2	1	3	1.0	multi-copy
GF00004085	2	1	3	1.0	multi-copy
GF00004086	2	1	3	1.0	multi-copy
GF00004087	2	1	3	1.0	multi-copy
GF00004088	2	1	3	1.0	multi-copy
GF00004089	2	1	3	1.0	multi-copy
GF00004090	2	1	3	1.0	multi-copy
GF00004091	2	1	3	1.0	multi-copy
GF00004092	2	1	3	1.0	multi-copy
GF00004093	2	1	3	1.0	multi-copy
GF00004094	2	1	3	1.0	multi-copy
GF00004095	2	1	3	1.0	multi-copy
GF00004096	2	1	3	1.0	multi-copy
GF00004097	2	1	3	1.0	multi-copy
GF00004098	2	1	3	1.0	multi-copy
GF00004099	2	1	3	1.0	multi-copy
GF00004100	2	1	3	1.0	multi-copy
GF00004101	2	1	3	1.0	multi-copy
GF00004102	2	1	3	1.0	multi-copy
GF00004103	2	1	3	1.0	multi-copy
GF00004104	2	1	3	1.0	multi-copy
GF00004105	2	1	3	1.0	multi-copy
GF00004106	2	1	3	1.0	multi-copy
GF00004107	2	1	3	1.0	multi-copy
GF00004108	2	1	3	1.0	multi-copy
GF00004109	2	1	3	1.0	multi-copy
GF00004110	2	1	3	1.0	multi-copy
GF00004111	2	1	3	1.0	multi-copy
GF00004112	2	1	3	1.0	multi-copy
GF00004113	2	1	3	1.0	multi-copy
GF00004114	2	1	3	1.0	multi-copy
GF00004115	2	1	3	1.0	multi-copy
GF00004116	2	1	3	1.0	multi-copy
GF00004117	2	1	3	1.0	multi-copy
GF00004118	2	1	3	1.0	multi-copy
GF00004119	2	1	3	1.0	multi-copy
GF00004120	2	1	3	1.0	multi-copy
GF00004121	2	1	3	1.0	multi-copy
GF00004122	2	1	3	1.0	multi-copy
GF00004123	2	1	3	1.0	multi-copy
GF00004124	2	1	3	1.0	multi-copy
GF00004125	2	1	3	1.0	multi-copy
GF00004126	2	1	3	1.0	multi-copy
GF00004127	2	1	3	1.0	multi-copy
GF00004128	2	1	3	1.0	multi-copy
GF00004129	2	1	3	1.0	multi-copy
GF00004130	2	1	3	1.0	multi-copy
GF00004131	2	1	3	1.0	multi-copy
GF00004132	2	1	3	1.0	multi-copy
GF00004133	2	1	3	1.0	multi-copy
GF00004134	2	1	3	1.0	multi-copy
GF00004135	2	1	3	1.0	multi-copy
GF00004136	2	1	3	1.0	multi-copy
GF00004137	2	1	3	1.0	multi-copy
GF00004138	2	1	3	1.0	multi-copy
GF00004139	2	1	3	1.0	multi-copy
GF00004140	2	1	3	1.0	multi-copy
GF00004141	2	1	3	1.0	multi-copy
GF00004142	2	1	3	1.0	multi-copy
GF00004143	2	1	3	1.0	multi-copy
GF00004144	2	1	3	1.0	multi-copy
GF00004145	2	1	3	1.0	multi-copy
GF00004146	2	1	3	1.0	multi-copy
GF00004147	2	1	3	1.0	multi-copy
GF00004148	2	1	3	1.0	multi-copy
GF00004149	2	1	3	1.0	multi-copy
GF00004150	2	1	3	1.0	multi-copy
GF00004151	2	1	3	1.0	multi-copy
GF00004152	2	1	3	1.0	multi-copy
GF00004153	2	1	3	1.0	multi-copy
GF00004154	2	1	3	1.0	multi-copy
GF00004155	2	1	3	1.0	multi-copy
GF00004156	2	1	3	1.0	multi-copy
GF00004157	2	1	3	1.0	multi-copy
GF00004158	2	1	3	1.0	multi-copy
GF00004159	2	1	3	1.0	multi-copy
GF00004160	2	1	3	1.0	multi-copy
GF00004161	2	1	3	1.0	multi-copy
GF00004162	2	1	3	1.0	multi-copy
GF00004163	2	1	3	1.0	multi-copy
GF00004164	2	1	3	1.0	multi-copy
GF00004165	2	1	3	1.0	multi-copy
GF00004166	2	1	3	1.0	multi-copy
GF00004167	2	1	3	1.0	multi-copy
GF00004168	2	1	3	1.0	multi-copy
GF00004169	2	1	3	1.0	multi-copy
GF00004170	2	1	3	1.0	multi-copy
GF00004171	2	1	3	1.0	multi-copy
GF00004172	2	1	3	1.0	multi-copy
GF00004173	2	1	3	1.0	multi-copy
GF00004174	2	1	3	1.0	multi-copy
GF00004175	2	1	3	1.0	multi-copy
GF00004176	2	1	3	1.0	multi-copy
GF00004177	2	1	3	1.0	multi-copy
GF00004178	2	1	3	1.0	multi-copy
GF00004179	2	1	3	1.0	multi-copy
GF00004180	2	1	3	1.0	multi-copy
GF00004181	2	1	3	1.0	multi-copy
GF00004182	2	1	3	1.0	multi-copy
GF00004183	2	1	3	1.0	multi-copy
GF00004184	2	1	3	1.0	multi-copy
GF00004185	2	1	3	1.0	multi-copy
GF00004186	2	1	3	1.0	multi-copy
GF00004187	2	1	3	1.0	multi-copy
GF00004188	2	1	3	1.0	multi-copy
GF00004189	2	1	3	1.0	multi-copy
GF00004190	2	1	3	1.0	multi-copy
GF00004191	2	1	3	1.0	multi-copy
GF00004192	2	1	3	1.0	multi-copy
GF00004193	2	1	3	1.0	multi-copy
GF00004194	2	1	3	1.0	multi-copy
GF00004195	2	1	3	1.0	multi-copy
GF00004196	2	1	3	1.0	multi-copy
GF00004197	2	1	3	1.0	multi-copy
GF00004198	2	1	3	1.0	multi-copy
GF00004199	2	1	3	1.0	multi-copy
GF00004200	2	1	3	1.0	multi-copy
GF00004201	2	1	3	1.0	multi-copy
GF00004202	2	1	3	1.0	multi-copy
GF00004203	2	1	3	1.0	multi-copy
GF00004204	2	1	3	1.0	multi-copy
GF00004205	2	1	3	1.0	multi-copy
GF00004206	2	1	3	1.0	multi-copy
GF00004207	2	1	3	1.0	multi-copy
GF00004208	2	1	3	1.0	multi-copy
GF00004209	2	1	3	1.0	multi-copy
GF00004210	2	1	3	1.0	multi-copy
GF00004211	2	1	3	1.0	multi-copy
GF00004212	2	1	3	1.0	multi-copy
GF00004213	2	1	3	1.0	multi-copy
GF00004214	2	1	3	1.0	multi-copy
GF00004215	2	1	3	1.0	multi-copy
GF00004216	2	1	3	1.0	multi-copy
GF00004217	2	1	3	1.0	multi-copy
GF00004218	2	1	3	1.0	multi-copy
GF00004219	2	1	3	1.0	multi-copy
GF00004220	2	1	3	1.0	multi-copy
GF00004221	2	1	3	1.0	multi-copy
GF00004222	2	1	3	1.0	multi-copy
GF00004223	2	1	3	1.0	multi-copy
GF00004224	2	1	3	1.0	multi-copy
GF00004225	2	1	3	1.0	multi-copy
GF00004226	2	1	3	1.0	multi-copy
GF00004227	2	1	3	1.0	multi-copy
GF00004228	2	1	3	1.0	multi-copy
GF00004229	2	1	3	1.0	multi-copy
GF00004230	2	1	3	1.0	multi-copy
GF00004231	2	1	3	1.0	multi-copy
GF00004232	2	1	3	1.0	multi-copy
GF00004233	2	1	3	1.0	multi-copy
GF00004234	2	1	3	1.0	multi-copy
GF00004235	2	1	3	1.0	multi-copy
GF00004236	2	1	3	1.0	multi-copy
GF00004237	2	1	3	1.0	multi-copy
GF00004238	2	1	3	1.0	multi-copy
GF00004239	2	1	3	1.0	multi-copy
GF00004240	2	1	3	1.0	multi-copy
GF00004241	2	1	3	1.0	multi-copy
GF00004242	2	1	3	1.0	multi-copy
GF00004243	2	1	3	1.0	multi-copy
GF00004244	2	1	3	1.0	multi-copy
GF00004245	2	1	3	1.0	multi-copy
GF00004246	2	1	3	1.0	multi-copy
GF00004247	2	1	3	1.0	multi-copy
GF00004248	2	1	3	1.0	multi-copy
GF00004249	2	1	3	1.0	multi-copy
GF00004250	2	1	3	1.0	multi-copy
GF00004251	2	1	3	1.0	multi-copy
GF00004252	2	1	3	1.0	multi-copy
GF00004253	2	1	3	1.0	multi-copy
GF00004254	2	1	3	1.0	multi-copy
GF00004255	2	1	3	1.0	multi-copy
GF00004256	2	1	3	1.0	multi-copy
GF00004257	2	1	3	1.0	multi-copy
GF00004258	2	1	3	1.0	multi-copy
GF00004259	2	1	3	1.0	multi-copy
GF00004260	2	1	3	1.0	multi-copy
GF00004261	2	1	3	1.0	multi-copy
GF00004262	2	1	3	1.0	multi-copy
GF00004263	2	1	3	1.0	multi-copy
GF00004264	2	1	3	1.0	multi-copy
GF00004265	2	1	3	1.0	multi-copy
GF00004266	2	1	3	1.0	multi-copy
GF00004267	2	1	3	1.0	multi-copy
GF00004268	2	1	3	1.0	multi-copy
GF00004269	2	1	3	1.0	multi-copy
GF00004270	2	1	3	1.0	multi-copy
GF00004271	2	1	3	1.0	multi-copy
GF00004272	2	1	3	1.0	multi-copy
GF00004273	2	1	3	1.0	multi-copy
GF00004274	2	1	3	1.0	multi-copy
GF00004275	2	1	3	1.0	multi-copy
GF00004276	2	1	3	1.0	multi-copy
GF00004277	2	1	3	1.0	multi-copy
GF00004278	2	1	3	1.0	multi-copy
GF00004279	2	1	3	1.0	multi-copy
GF00004280	2	1	3	1.0	multi-copy
GF00004281	2	1	3	1.0	multi-copy
GF00004282	2	1	3	1.0	multi-copy
GF00004283	2	1	3	1.0	multi-copy
GF00004284	2	1	3	1.0	multi-copy
GF00004285	2	1	3	1.0	multi-copy
GF00004286	2	1	3	1.0	multi-copy
GF00004287	2	1	3	1.0	multi-copy
GF00004288	2	1	3	1.0	multi-copy
GF00004289	2	1	3	1.0	multi-copy
GF00004290	2	1	3	1.0	multi-copy
GF00004291	2	1	3	1.0	multi-copy
GF00004292	2	1	3	1.0	multi-copy
GF00004293	2	1	3	1.0	multi-copy
GF00004294	2	1	3	1.0	multi-copy
GF00004295	2	1	3	1.0	multi-copy
GF00004296	2	1	3	1.0	multi-copy
GF00004297	2	1	3	1.0	multi-copy
GF00004298	2	1	3	1.0	multi-copy
GF00004299	2	1	3	1.0	multi-copy
GF00004300	2	1	3	1.0	multi-copy
GF00004301	2	1	3	1.0	multi-copy
GF00004302	2	1	3	1.0	multi-copy
GF00004303	2	1	3	1.0	multi-copy
GF00004304	2	1	3	1.0	multi-copy
GF00004305	2	1	3	1.0	multi-copy
GF00004306	2	1	3	1.0	multi-copy
GF00004307	2	1	3	1.0	multi-copy
GF00004308	2	1	3	1.0	multi-copy
GF00004309	2	1	3	1.0	multi-copy
GF00004310	2	1	3	1.0	multi-copy
GF00004311	2	1	3	1.0	multi-copy
GF00004312	2	1	3	1.0	multi-copy
GF00004313	2	1	3	1.0	multi-copy
GF00004314	2	1	3	1.0	multi-copy
GF00004315	2	1	3	1.0	multi-copy
GF00004316	2	1	3	1.0	multi-copy
GF00004317	2	1	3	1.0	multi-copy
GF00004318	2	1	3	1.0	multi-copy
GF00004319	2	1	3	1.0	multi-copy
GF00004320	2	1	3	1.0	multi-copy
GF00004321	2	1	3	1.0	multi-copy
GF00004322	2	1	3	1.0	multi-copy
GF00004323	2	1	3	1.0	multi-copy
GF00004324	2	1	3	1.0	multi-copy
GF00004325	2	1	3	1.0	multi-copy
GF00004326	2	1	3	1.0	multi-copy
GF00004327	2	1	3	1.0	multi-copy
GF00004328	2	1	3	1.0	multi-copy
GF00004329	2	1	3	1.0	multi-copy
GF00004330	2	1	3	1.0	multi-copy
GF00004331	2	1	3	1.0	multi-copy
GF00004332	2	1	3	1.0	multi-copy
GF00004333	2	1	3	1.0	multi-copy
GF00004334	2	1	3	1.0	multi-copy
GF00004335	2	1	3	1.0	multi-copy
GF00004336	2	1	3	1.0	multi-copy
GF00004337	2	1	3	1.0	multi-copy
GF00004338	2	1	3	1.0	multi-copy
GF00004339	2	1	3	1.0	multi-copy
GF00004340	2	1	3	1.0	multi-copy
GF00004341	2	1	3	1.0	multi-copy
GF00004342	2	1	3	1.0	multi-copy
GF00004343	2	1	3	1.0	multi-copy
GF00004344	2	1	3	1.0	multi-copy
GF00004345	2	1	3	1.0	multi-copy
GF00004346	2	1	3	1.0	multi-copy
GF00004347	2	1	3	1.0	multi-copy
GF00004348	2	1	3	1.0	multi-copy
GF00004349	2	1	3	1.0	multi-copy
GF00004350	2	1	3	1.0	multi-copy
GF00004351	2	1	3	1.0	multi-copy
GF00004352	2	1	3	1.0	multi-copy
