	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa
GF00001428	TFCN17334Y5_010418-T1, TFCN17334Y5_012612-T1
GF00001429	TFCN17334Y5_009018-T1, TFCN17334Y5_000445-T1
GF00001430	TFCN17334Y5_013154-T1, TFCN17334Y5_014311-T1
GF00001431	TFCN17334Y5_010104-T1, TFCN17334Y5_010511-T1
GF00001432	TFCN17334Y5_001208-T1, TFCN17334Y5_001887-T1
GF00001433	TFCN17334Y5_012586-T1, TFCN17334Y5_013576-T1
GF00001434	TFCN17334Y5_005131-T1, TFCN17334Y5_010212-T1
GF00001435	TFCN17334Y5_010250-T1, TFCN17334Y5_010802-T1
GF00001436	TFCN17334Y5_011664-T1, TFCN17334Y5_006553-T1
GF00001437	TFCN17334Y5_001754-T1, TFCN17334Y5_001083-T1
GF00001438	TFCN17334Y5_009314-T1, TFCN17334Y5_002727-T1
GF00001439	TFCN17334Y5_008213-T1, TFCN17334Y5_004446-T1
GF00001440	TFCN17334Y5_012885-T1, TFCN17334Y5_008384-T1
GF00001441	TFCN17334Y5_005925-T1, TFCN17334Y5_002593-T1
GF00001442	TFCN17334Y5_007163-T1, TFCN17334Y5_009288-T1
GF00001443	TFCN17334Y5_001488-T1, TFCN17334Y5_007263-T1
GF00001444	TFCN17334Y5_009477-T1, TFCN17334Y5_009546-T1
GF00001445	TFCN17334Y5_006779-T1, TFCN17334Y5_005461-T1
GF00001446	TFCN17334Y5_007765-T1, TFCN17334Y5_007691-T1
GF00001447	TFCN17334Y5_008817-T1, TFCN17334Y5_005154-T1
GF00001448	TFCN17334Y5_010450-T1, TFCN17334Y5_010664-T1
GF00001449	TFCN17334Y5_002477-T1, TFCN17334Y5_011036-T1
GF00001450	TFCN17334Y5_002204-T1, TFCN17334Y5_002052-T1
GF00001451	TFCN17334Y5_013010-T1, TFCN17334Y5_002219-T1
GF00001452	TFCN17334Y5_005250-T1, TFCN17334Y5_005030-T1
GF00001453	TFCN17334Y5_008962-T1, TFCN17334Y5_000396-T1
GF00001454	TFCN17334Y5_008737-T1, TFCN17334Y5_001240-T1
GF00001455	TFCN17334Y5_003764-T1, TFCN17334Y5_012109-T1
GF00001456	TFCN17334Y5_013612-T1, TFCN17334Y5_011536-T1
GF00001457	TFCN17334Y5_000073-T1, TFCN17334Y5_010886-T1
GF00001458	TFCN17334Y5_008027-T1, TFCN17334Y5_004045-T1
GF00001459	TFCN17334Y5_011557-T1, TFCN17334Y5_010920-T1
GF00001460	TFCN17334Y5_008070-T1, TFCN17334Y5_012485-T1
GF00001461	TFCN17334Y5_004284-T1, TFCN17334Y5_012226-T1
GF00001462	TFCN17334Y5_009512-T1, TFCN17334Y5_014092-T1
GF00001463	TFCN17334Y5_007594-T1, TFCN17334Y5_011328-T1
GF00001464	TFCN17334Y5_010995-T1, TFCN17334Y5_013531-T1
GF00001465	TFCN17334Y5_004648-T1, TFCN17334Y5_008552-T1
GF00001466	TFCN17334Y5_006100-T1, TFCN17334Y5_008891-T1
GF00001467	TFCN17334Y5_004539-T1, TFCN17334Y5_009395-T1
GF00001468	TFCN17334Y5_003741-T1, TFCN17334Y5_012419-T1
GF00001469	TFCN17334Y5_010775-T1, TFCN17334Y5_000856-T1
GF00001470	TFCN17334Y5_004278-T1, TFCN17334Y5_012220-T1
GF00001471	TFCN17334Y5_009588-T1, TFCN17334Y5_004125-T1
GF00001472	TFCN17334Y5_010481-T1, TFCN17334Y5_009166-T1
GF00001473	TFCN17334Y5_012152-T1, TFCN17334Y5_008690-T1
GF00001474	TFCN17334Y5_012268-T1, TFCN17334Y5_009914-T1
GF00001475	TFCN17334Y5_014386-T1, TFCN17334Y5_013276-T1
GF00001476	TFCN17334Y5_009843-T1, TFCN17334Y5_014473-T1
GF00001477	TFCN17334Y5_001088-T1, TFCN17334Y5_001759-T1
GF00001478	TFCN17334Y5_007357-T1, TFCN17334Y5_007741-T1
GF00001479	TFCN17334Y5_010033-T1, TFCN17334Y5_014415-T1
GF00001480	TFCN17334Y5_010894-T1, TFCN17334Y5_000066-T1
GF00001481	TFCN17334Y5_001202-T1, TFCN17334Y5_001880-T1
GF00001482	TFCN17334Y5_003020-T1, TFCN17334Y5_012371-T1
GF00001483	TFCN17334Y5_007801-T1, TFCN17334Y5_007659-T1
GF00001484	TFCN17334Y5_013082-T1, TFCN17334Y5_009906-T1
GF00001485	TFCN17334Y5_007566-T1, TFCN17334Y5_006894-T1
GF00001486	TFCN17334Y5_006739-T1, TFCN17334Y5_013707-T1
GF00001487	TFCN17334Y5_009349-T1, TFCN17334Y5_002699-T1
GF00001488	TFCN17334Y5_005333-T1, TFCN17334Y5_011107-T1
GF00001489	TFCN17334Y5_011398-T1, TFCN17334Y5_006724-T1
GF00001490	TFCN17334Y5_006606-T1, TFCN17334Y5_012661-T1
GF00001491	TFCN17334Y5_003328-T1, TFCN17334Y5_002832-T1
GF00001492	TFCN17334Y5_008787-T1, TFCN17334Y5_006673-T1
GF00001493	TFCN17334Y5_002005-T1, TFCN17334Y5_002158-T1
GF00001494	TFCN17334Y5_005232-T1, TFCN17334Y5_005009-T1
GF00001495	TFCN17334Y5_000848-T1, TFCN17334Y5_010767-T1
GF00001496	TFCN17334Y5_004100-T1, TFCN17334Y5_007911-T1
GF00001497	TFCN17334Y5_008224-T1, TFCN17334Y5_012827-T1
GF00001498	TFCN17334Y5_000865-T1, TFCN17334Y5_010783-T1
GF00001499	TFCN17334Y5_011345-T1, TFCN17334Y5_011206-T1
GF00001500	TFCN17334Y5_002828-T1, TFCN17334Y5_003324-T1
GF00001501	TFCN17334Y5_001173-T1, TFCN17334Y5_001847-T1
GF00001502	TFCN17334Y5_000442-T1, TFCN17334Y5_009015-T1
GF00001503	TFCN17334Y5_009524-T1, TFCN17334Y5_011921-T1
GF00001504	TFCN17334Y5_005265-T1, TFCN17334Y5_005045-T1
GF00001505	TFCN17334Y5_002148-T1, TFCN17334Y5_001995-T1
GF00001506	TFCN17334Y5_009472-T1, TFCN17334Y5_009543-T1
GF00001507	TFCN17334Y5_010795-T1, TFCN17334Y5_010256-T1
GF00001508	TFCN17334Y5_001827-T1, TFCN17334Y5_001154-T1
GF00001509	TFCN17334Y5_006691-T1, TFCN17334Y5_011428-T1
GF00001510	TFCN17334Y5_013079-T1, TFCN17334Y5_009909-T1
GF00001511	TFCN17334Y5_001716-T1, TFCN17334Y5_001047-T1
GF00001512	TFCN17334Y5_001238-T1, TFCN17334Y5_008735-T1
GF00001513	TFCN17334Y5_009789-T1, TFCN17334Y5_003000-T1
GF00001514	TFCN17334Y5_003964-T1, TFCN17334Y5_011703-T1
GF00001515	TFCN17334Y5_005715-T1, TFCN17334Y5_004733-T1
GF00001516	TFCN17334Y5_001973-T1, TFCN17334Y5_002129-T1
GF00001517	TFCN17334Y5_006358-T1, TFCN17334Y5_003597-T1
GF00001518	TFCN17334Y5_012623-T1, TFCN17334Y5_010408-T1
GF00001519	TFCN17334Y5_010833-T1, TFCN17334Y5_000556-T1
GF00001520	TFCN17334Y5_010109-T1, TFCN17334Y5_010506-T1
GF00001521	TFCN17334Y5_010634-T1, TFCN17334Y5_013828-T1
GF00001522	TFCN17334Y5_007791-T1, TFCN17334Y5_007668-T1
GF00001523	TFCN17334Y5_002879-T1, TFCN17334Y5_003377-T1
GF00001524	TFCN17334Y5_002272-T1, TFCN17334Y5_000708-T1
GF00001525	TFCN17334Y5_006431-T1, TFCN17334Y5_010538-T1
GF00001526	TFCN17334Y5_010347-T1, TFCN17334Y5_003698-T1
GF00001527	TFCN17334Y5_007271-T1, TFCN17334Y5_001495-T1
GF00001528	TFCN17334Y5_002276-T1, TFCN17334Y5_000704-T1
GF00001529	TFCN17334Y5_004850-T1, TFCN17334Y5_001426-T1
GF00001530	TFCN17334Y5_003294-T1, TFCN17334Y5_002796-T1
GF00001531	TFCN17334Y5_006668-T1, TFCN17334Y5_008782-T1
GF00001532	TFCN17334Y5_007600-T1, TFCN17334Y5_011322-T1
GF00001533	TFCN17334Y5_002395-T1, TFCN17334Y5_013686-T1
GF00001534	TFCN17334Y5_007418-T1, TFCN17334Y5_000211-T1
GF00001535	TFCN17334Y5_002536-T1, TFCN17334Y5_008261-T1
GF00001536	TFCN17334Y5_014448-T1, TFCN17334Y5_010788-T1
GF00001537	TFCN17334Y5_014374-T1, TFCN17334Y5_000872-T1
GF00001538	TFCN17334Y5_008758-T1, TFCN17334Y5_004052-T1
GF00001539	TFCN17334Y5_002432-T1, TFCN17334Y5_012457-T1
GF00001540	TFCN17334Y5_009933-T1, TFCN17334Y5_012250-T1
GF00001541	TFCN17334Y5_007151-T1, TFCN17334Y5_013174-T1
GF00001542	TFCN17334Y5_002941-T1, TFCN17334Y5_013206-T1
GF00001543	TFCN17334Y5_007986-T1, TFCN17334Y5_004005-T1
GF00001544	TFCN17334Y5_012142-T1, TFCN17334Y5_008700-T1
GF00001545	TFCN17334Y5_012956-T1, TFCN17334Y5_004725-T1
GF00001546	TFCN17334Y5_011850-T1, TFCN17334Y5_011819-T1
GF00001547	TFCN17334Y5_004727-T1, TFCN17334Y5_012958-T1
GF00001548	TFCN17334Y5_000539-T1, TFCN17334Y5_010850-T1
GF00001549	TFCN17334Y5_000966-T1, TFCN17334Y5_011378-T1
GF00001550	TFCN17334Y5_012513-T1, TFCN17334Y5_000498-T1
GF00001551	TFCN17334Y5_001810-T1, TFCN17334Y5_001138-T1
GF00001552	TFCN17334Y5_004754-T1, TFCN17334Y5_005736-T1
GF00001553	TFCN17334Y5_001254-T1, TFCN17334Y5_003523-T1
GF00001554	TFCN17334Y5_006716-T1, TFCN17334Y5_011406-T1
GF00001555	TFCN17334Y5_014022-T1, TFCN17334Y5_013263-T1
GF00001556	TFCN17334Y5_001696-T1, TFCN17334Y5_001027-T1
GF00001557	TFCN17334Y5_009202-T1, TFCN17334Y5_008852-T1
GF00001558	TFCN17334Y5_002619-T1, TFCN17334Y5_005896-T1
GF00001559	TFCN17334Y5_013416-T1, TFCN17334Y5_006840-T1
GF00001560	TFCN17334Y5_000722-T1, TFCN17334Y5_002260-T1
GF00001561	TFCN17334Y5_003220-T1, TFCN17334Y5_004875-T1
GF00001562	TFCN17334Y5_008233-T1, TFCN17334Y5_012817-T1
GF00001563	TFCN17334Y5_013396-T1, TFCN17334Y5_000876-T1
GF00001564	TFCN17334Y5_003626-T1, TFCN17334Y5_006386-T1
GF00001565	TFCN17334Y5_013080-T1, TFCN17334Y5_009908-T1
GF00001566	TFCN17334Y5_010465-T1, TFCN17334Y5_010675-T1
GF00001567	TFCN17334Y5_001808-T1, TFCN17334Y5_001136-T1
GF00001568	TFCN17334Y5_005257-T1, TFCN17334Y5_005037-T1
GF00001569	TFCN17334Y5_008696-T1, TFCN17334Y5_012146-T1
GF00001570	TFCN17334Y5_010885-T1, TFCN17334Y5_000074-T1
GF00001571	TFCN17334Y5_006000-T1, TFCN17334Y5_011238-T1
GF00001572	TFCN17334Y5_005166-T1, TFCN17334Y5_008829-T1
GF00001573	TFCN17334Y5_008946-T1, TFCN17334Y5_000411-T1
GF00001574	TFCN17334Y5_005865-T1, TFCN17334Y5_002648-T1
GF00001575	TFCN17334Y5_008691-T1, TFCN17334Y5_012151-T1
GF00001576	TFCN17334Y5_008799-T1, TFCN17334Y5_005136-T1
GF00001577	TFCN17334Y5_010070-T1, TFCN17334Y5_000019-T1
GF00001578	TFCN17334Y5_004737-T1, TFCN17334Y5_005719-T1
GF00001579	TFCN17334Y5_012892-T1, TFCN17334Y5_008377-T1
GF00001580	TFCN17334Y5_001302-T1, TFCN17334Y5_003477-T1
GF00001581	TFCN17334Y5_006968-T1, TFCN17334Y5_003878-T1
GF00001582	TFCN17334Y5_005599-T1, TFCN17334Y5_014068-T1
GF00001583	TFCN17334Y5_004970-T1, TFCN17334Y5_005199-T1
GF00001584	TFCN17334Y5_007116-T1, TFCN17334Y5_008637-T1
GF00001585	TFCN17334Y5_006062-T1, TFCN17334Y5_012636-T1
GF00001586	TFCN17334Y5_000964-T1, TFCN17334Y5_011376-T1
GF00001587	TFCN17334Y5_013469-T1, TFCN17334Y5_009086-T1
GF00001588	TFCN17334Y5_004509-T1, TFCN17334Y5_009245-T1
GF00001589	TFCN17334Y5_014172-T1, TFCN17334Y5_003006-T1
GF00001590	TFCN17334Y5_003634-T1, TFCN17334Y5_011794-T1
GF00001591	TFCN17334Y5_014422-T1, TFCN17334Y5_014478-T1
GF00001592	TFCN17334Y5_010241-T1, TFCN17334Y5_010811-T1
GF00001593	TFCN17334Y5_001921-T1, TFCN17334Y5_002076-T1
GF00001594	TFCN17334Y5_011233-T1, TFCN17334Y5_006003-T1
GF00001595	TFCN17334Y5_013709-T1, TFCN17334Y5_006741-T1
GF00001596	TFCN17334Y5_002113-T1, TFCN17334Y5_001961-T1
GF00001597	TFCN17334Y5_012409-T1, TFCN17334Y5_013216-T1
GF00001598	TFCN17334Y5_000770-T1, TFCN17334Y5_007505-T1
GF00001599	TFCN17334Y5_007406-T1, TFCN17334Y5_000200-T1
GF00001600	TFCN17334Y5_007303-T1, TFCN17334Y5_001527-T1
GF00001601	TFCN17334Y5_008026-T1, TFCN17334Y5_004044-T1
GF00001602	TFCN17334Y5_001712-T1, TFCN17334Y5_001043-T1
GF00001603	TFCN17334Y5_002931-T1, TFCN17334Y5_008100-T1
GF00001604	TFCN17334Y5_012190-T1, TFCN17334Y5_012847-T1
GF00001605	TFCN17334Y5_009244-T1, TFCN17334Y5_004510-T1
GF00001606	TFCN17334Y5_000017-T1, TFCN17334Y5_010072-T1
GF00001607	TFCN17334Y5_002078-T1, TFCN17334Y5_001923-T1
GF00001608	TFCN17334Y5_012203-T1, TFCN17334Y5_013140-T1
GF00001609	TFCN17334Y5_000625-T1, TFCN17334Y5_000291-T1
GF00001610	TFCN17334Y5_013316-T1, TFCN17334Y5_004606-T1
GF00001611	TFCN17334Y5_012681-T1, TFCN17334Y5_006034-T1
GF00001612	TFCN17334Y5_011741-T1, TFCN17334Y5_006852-T1
GF00001613	TFCN17334Y5_010710-T1, TFCN17334Y5_013129-T1
GF00001614	TFCN17334Y5_007118-T1, TFCN17334Y5_008640-T1
GF00001615	TFCN17334Y5_006198-T1, TFCN17334Y5_001628-T1
GF00001616	TFCN17334Y5_005648-T1, TFCN17334Y5_003098-T1
GF00001617	TFCN17334Y5_006229-T1, TFCN17334Y5_001655-T1
GF00001618	TFCN17334Y5_012022-T1, TFCN17334Y5_001536-T1
GF00001619	TFCN17334Y5_005332-T1, TFCN17334Y5_011108-T1
GF00001620	TFCN17334Y5_010646-T1, TFCN17334Y5_013360-T1
GF00001621	TFCN17334Y5_007456-T1, TFCN17334Y5_000247-T1
GF00001622	TFCN17334Y5_006639-T1, TFCN17334Y5_008753-T1
GF00001623	TFCN17334Y5_003082-T1, TFCN17334Y5_005664-T1
GF00001624	TFCN17334Y5_011338-T1, TFCN17334Y5_011214-T1
GF00001625	TFCN17334Y5_003529-T1, TFCN17334Y5_001246-T1
GF00001626	TFCN17334Y5_000543-T1, TFCN17334Y5_010846-T1
GF00001627	TFCN17334Y5_003969-T1, TFCN17334Y5_011696-T1
GF00001628	TFCN17334Y5_009376-T1, TFCN17334Y5_004558-T1
GF00001629	TFCN17334Y5_007975-T1, TFCN17334Y5_005541-T1
GF00001630	TFCN17334Y5_009625-T1, TFCN17334Y5_012274-T1
GF00001631	TFCN17334Y5_007423-T1, TFCN17334Y5_000216-T1
GF00001632	TFCN17334Y5_010982-T1, TFCN17334Y5_014133-T1
GF00001633	TFCN17334Y5_009474-T1, TFCN17334Y5_009544-T1
GF00001634	TFCN17334Y5_009867-T1, TFCN17334Y5_006258-T1
GF00001635	TFCN17334Y5_003862-T1, TFCN17334Y5_006984-T1
GF00001636	TFCN17334Y5_009747-T1, TFCN17334Y5_002959-T1
GF00001637	TFCN17334Y5_005225-T1, TFCN17334Y5_005000-T1
GF00001638	TFCN17334Y5_010797-T1, TFCN17334Y5_010253-T1
GF00001639	TFCN17334Y5_005362-T1, TFCN17334Y5_007892-T1
GF00001640	TFCN17334Y5_004932-T1, TFCN17334Y5_003162-T1
GF00001641	TFCN17334Y5_001740-T1, TFCN17334Y5_001071-T1
GF00001642	TFCN17334Y5_003551-T1, TFCN17334Y5_008119-T1
GF00001643	TFCN17334Y5_010110-T1, TFCN17334Y5_010505-T1
GF00001644	TFCN17334Y5_006289-T1, TFCN17334Y5_005407-T1
GF00001645	TFCN17334Y5_010414-T1, TFCN17334Y5_012617-T1
GF00001646	TFCN17334Y5_002030-T1, TFCN17334Y5_002182-T1
GF00001647	TFCN17334Y5_002125-T1, TFCN17334Y5_001969-T1
GF00001648	TFCN17334Y5_008804-T1, TFCN17334Y5_005141-T1
GF00001649	TFCN17334Y5_010641-T1, TFCN17334Y5_013821-T1
GF00001650	TFCN17334Y5_013136-T1, TFCN17334Y5_010703-T1
GF00001651	TFCN17334Y5_001193-T1, TFCN17334Y5_001869-T1
GF00001652	TFCN17334Y5_010282-T1, TFCN17334Y5_006767-T1
GF00001653	TFCN17334Y5_005470-T1, TFCN17334Y5_006789-T1
GF00001654	TFCN17334Y5_007369-T1, TFCN17334Y5_007755-T1
GF00001655	TFCN17334Y5_013782-T1, TFCN17334Y5_012395-T1
GF00001656	TFCN17334Y5_013606-T1, TFCN17334Y5_011541-T1
GF00001657	TFCN17334Y5_011730-T1, TFCN17334Y5_006863-T1
GF00001658	TFCN17334Y5_008050-T1, TFCN17334Y5_004058-T1
GF00001659	TFCN17334Y5_005387-T1, TFCN17334Y5_011130-T1
GF00001660	TFCN17334Y5_009483-T1, TFCN17334Y5_009552-T1
GF00001661	TFCN17334Y5_005577-T1, TFCN17334Y5_013180-T1
GF00001662	TFCN17334Y5_002932-T1, TFCN17334Y5_008101-T1
GF00001663	TFCN17334Y5_014230-T1, TFCN17334Y5_005435-T1
GF00001664	TFCN17334Y5_003859-T1, TFCN17334Y5_006987-T1
GF00001665	TFCN17334Y5_007054-T1, TFCN17334Y5_003788-T1
GF00001666	TFCN17334Y5_000007-T1, TFCN17334Y5_014210-T1
GF00001667	TFCN17334Y5_012861-T1, TFCN17334Y5_013099-T1
GF00001668	TFCN17334Y5_013541-T1, TFCN17334Y5_004627-T1
GF00001669	TFCN17334Y5_003371-T1, TFCN17334Y5_002874-T1
GF00001670	TFCN17334Y5_013461-T1, TFCN17334Y5_007089-T1
GF00001671	TFCN17334Y5_011975-T1, TFCN17334Y5_012089-T1
GF00001672	TFCN17334Y5_000707-T1, TFCN17334Y5_002273-T1
GF00001673	TFCN17334Y5_010184-T1, TFCN17334Y5_013234-T1
GF00001674	TFCN17334Y5_001157-T1, TFCN17334Y5_001830-T1
GF00001675	TFCN17334Y5_014522-T1, TFCN17334Y5_014257-T1
GF00001676	TFCN17334Y5_013826-T1, TFCN17334Y5_010636-T1
GF00001677	TFCN17334Y5_013095-T1, TFCN17334Y5_012866-T1
GF00001678	TFCN17334Y5_005777-T1, TFCN17334Y5_004794-T1
GF00001679	TFCN17334Y5_004585-T1, TFCN17334Y5_014529-T1
GF00001680	TFCN17334Y5_006638-T1, TFCN17334Y5_008752-T1
GF00001681	TFCN17334Y5_003514-T1, TFCN17334Y5_001263-T1
GF00001682	TFCN17334Y5_010684-T1, TFCN17334Y5_010477-T1
GF00001683	TFCN17334Y5_012159-T1, TFCN17334Y5_004160-T1
GF00001684	TFCN17334Y5_005406-T1, TFCN17334Y5_006288-T1
GF00001685	TFCN17334Y5_004159-T1, TFCN17334Y5_012158-T1
GF00001686	TFCN17334Y5_012936-T1, TFCN17334Y5_013897-T1
GF00001687	TFCN17334Y5_009595-T1, TFCN17334Y5_004132-T1
GF00001688	TFCN17334Y5_002922-T1, TFCN17334Y5_008090-T1
GF00001689	TFCN17334Y5_008307-T1, TFCN17334Y5_008305-T1
GF00001690	TFCN17334Y5_013187-T1, TFCN17334Y5_005584-T1
GF00001691	TFCN17334Y5_001291-T1, TFCN17334Y5_003488-T1
GF00001692	TFCN17334Y5_009324-T1, TFCN17334Y5_002720-T1
GF00001693	TFCN17334Y5_014070-T1, TFCN17334Y5_005602-T1
GF00001694	TFCN17334Y5_003947-T1, TFCN17334Y5_014109-T1
GF00001695	TFCN17334Y5_001866-T1, TFCN17334Y5_001190-T1
GF00001696	TFCN17334Y5_006734-T1, TFCN17334Y5_013702-T1
GF00001697	TFCN17334Y5_003262-T1, TFCN17334Y5_002764-T1
GF00001698	TFCN17334Y5_007485-T1, TFCN17334Y5_000794-T1
GF00001699	TFCN17334Y5_006663-T1, TFCN17334Y5_008777-T1
GF00001700	TFCN17334Y5_002581-T1, TFCN17334Y5_005936-T1
GF00001701	TFCN17334Y5_005088-T1, TFCN17334Y5_013656-T1
GF00001702	TFCN17334Y5_003284-T1, TFCN17334Y5_002786-T1
GF00001703	TFCN17334Y5_013332-T1, TFCN17334Y5_004588-T1
GF00001704	TFCN17334Y5_006268-T1, TFCN17334Y5_009857-T1
GF00001705	TFCN17334Y5_013151-T1, TFCN17334Y5_014313-T1
GF00001706	TFCN17334Y5_008660-T1, TFCN17334Y5_006932-T1
GF00001707	TFCN17334Y5_009569-T1, TFCN17334Y5_004105-T1
GF00001708	TFCN17334Y5_004273-T1, TFCN17334Y5_012215-T1
GF00001709	TFCN17334Y5_002981-T1, TFCN17334Y5_009770-T1
GF00001710	TFCN17334Y5_003963-T1, TFCN17334Y5_011704-T1
GF00001711	TFCN17334Y5_008994-T1, TFCN17334Y5_000363-T1
GF00001712	TFCN17334Y5_000987-T1, TFCN17334Y5_001656-T1
GF00001713	TFCN17334Y5_001697-T1, TFCN17334Y5_001028-T1
GF00001714	TFCN17334Y5_013907-T1, TFCN17334Y5_005959-T1
GF00001715	TFCN17334Y5_011586-T1, TFCN17334Y5_003049-T1
GF00001716	TFCN17334Y5_005243-T1, TFCN17334Y5_005020-T1
GF00001717	TFCN17334Y5_005315-T1, TFCN17334Y5_011122-T1
GF00001718	TFCN17334Y5_010336-T1, TFCN17334Y5_003687-T1
GF00001719	TFCN17334Y5_010983-T1, TFCN17334Y5_014132-T1
GF00001720	TFCN17334Y5_009399-T1, TFCN17334Y5_004535-T1
GF00001721	TFCN17334Y5_009064-T1, TFCN17334Y5_012351-T1
GF00001722	TFCN17334Y5_010010-T1, TFCN17334Y5_010381-T1
GF00001723	TFCN17334Y5_005028-T1, TFCN17334Y5_005248-T1
GF00001724	TFCN17334Y5_005198-T1, TFCN17334Y5_004969-T1
GF00001725	TFCN17334Y5_009750-T1, TFCN17334Y5_002962-T1
GF00001726	TFCN17334Y5_013258-T1, TFCN17334Y5_009462-T1
GF00001727	TFCN17334Y5_011311-T1, TFCN17334Y5_007610-T1
GF00001728	TFCN17334Y5_012773-T1, TFCN17334Y5_004186-T1
GF00001729	TFCN17334Y5_012138-T1, TFCN17334Y5_008705-T1
GF00001730	TFCN17334Y5_009182-T1, TFCN17334Y5_013975-T1
GF00001731	TFCN17334Y5_009794-T1, TFCN17334Y5_009162-T1
GF00001732	TFCN17334Y5_007579-T1, TFCN17334Y5_006880-T1
GF00001733	TFCN17334Y5_000365-T1, TFCN17334Y5_008992-T1
GF00001734	TFCN17334Y5_004210-T1, TFCN17334Y5_010136-T1
GF00001735	TFCN17334Y5_004550-T1, TFCN17334Y5_009384-T1
GF00001736	TFCN17334Y5_008909-T1, TFCN17334Y5_006085-T1
GF00001737	TFCN17334Y5_005608-T1, TFCN17334Y5_003144-T1
GF00001738	TFCN17334Y5_010705-T1, TFCN17334Y5_013134-T1
GF00001739	TFCN17334Y5_011041-T1, TFCN17334Y5_002484-T1
GF00001740	TFCN17334Y5_003890-T1, TFCN17334Y5_010617-T1
GF00001741	TFCN17334Y5_004721-T1, TFCN17334Y5_012953-T1
GF00001742	TFCN17334Y5_006048-T1, TFCN17334Y5_012695-T1
GF00001743	TFCN17334Y5_002281-T1, TFCN17334Y5_000699-T1
GF00001744	TFCN17334Y5_014149-T1, TFCN17334Y5_004382-T1
GF00001745	TFCN17334Y5_000045-T1, TFCN17334Y5_010037-T1
GF00001746	TFCN17334Y5_000330-T1, TFCN17334Y5_000587-T1
GF00001747	TFCN17334Y5_011625-T1, TFCN17334Y5_000354-T1
GF00001748	TFCN17334Y5_001795-T1, TFCN17334Y5_001122-T1
GF00001749	TFCN17334Y5_008744-T1, TFCN17334Y5_006618-T1
GF00001750	TFCN17334Y5_005105-T1, TFCN17334Y5_010188-T1
GF00001751	TFCN17334Y5_010537-T1, TFCN17334Y5_006433-T1
GF00001752	TFCN17334Y5_007718-T1, TFCN17334Y5_007323-T1
GF00001753	TFCN17334Y5_000214-T1, TFCN17334Y5_007421-T1
GF00001754	TFCN17334Y5_010199-T1, TFCN17334Y5_005119-T1
GF00001755	TFCN17334Y5_005003-T1, TFCN17334Y5_005228-T1
GF00001756	TFCN17334Y5_007860-T1, TFCN17334Y5_005302-T1
GF00001757	TFCN17334Y5_004928-T1, TFCN17334Y5_003166-T1
GF00001758	TFCN17334Y5_008816-T1, TFCN17334Y5_005153-T1
GF00001759	TFCN17334Y5_006420-T1, TFCN17334Y5_010551-T1
GF00001760	TFCN17334Y5_009710-T1, TFCN17334Y5_006506-T1
GF00001761	TFCN17334Y5_007294-T1, TFCN17334Y5_001518-T1
GF00001762	TFCN17334Y5_011545-T1, TFCN17334Y5_013348-T1
GF00001763	TFCN17334Y5_005961-T1, TFCN17334Y5_013905-T1
GF00001764	TFCN17334Y5_003391-T1, TFCN17334Y5_001392-T1
GF00001765	TFCN17334Y5_003718-T1, TFCN17334Y5_012437-T1
GF00001766	TFCN17334Y5_004807-T1, TFCN17334Y5_005790-T1
GF00001767	TFCN17334Y5_002697-T1, TFCN17334Y5_009351-T1
GF00001768	TFCN17334Y5_008126-T1, TFCN17334Y5_013944-T1
GF00001769	TFCN17334Y5_006086-T1, TFCN17334Y5_008908-T1
GF00001770	TFCN17334Y5_001720-T1, TFCN17334Y5_001051-T1
GF00001771	TFCN17334Y5_014555-T1, TFCN17334Y5_014353-T1
GF00001772	TFCN17334Y5_001307-T1, TFCN17334Y5_003473-T1
GF00001773	TFCN17334Y5_012754-T1, TFCN17334Y5_004583-T1
GF00001774	TFCN17334Y5_003287-T1, TFCN17334Y5_002789-T1
GF00001775	TFCN17334Y5_004161-T1, TFCN17334Y5_012160-T1
GF00001776	TFCN17334Y5_005561-T1, TFCN17334Y5_010958-T1
GF00001777	TFCN17334Y5_007638-T1, TFCN17334Y5_007822-T1
GF00001778	TFCN17334Y5_008089-T1, TFCN17334Y5_002921-T1
GF00001779	TFCN17334Y5_005307-T1, TFCN17334Y5_007865-T1
GF00001780	TFCN17334Y5_000327-T1, TFCN17334Y5_000590-T1
GF00001781	TFCN17334Y5_009420-T1, TFCN17334Y5_011090-T1
GF00001782	TFCN17334Y5_006447-T1, TFCN17334Y5_012787-T1
GF00001783	TFCN17334Y5_001664-T1, TFCN17334Y5_000995-T1
GF00001784	TFCN17334Y5_001236-T1, TFCN17334Y5_008733-T1
GF00001785	TFCN17334Y5_000044-T1, TFCN17334Y5_010038-T1
GF00001786	TFCN17334Y5_008018-T1, TFCN17334Y5_004037-T1
GF00001787	TFCN17334Y5_010202-T1, TFCN17334Y5_005122-T1
GF00001788	TFCN17334Y5_003708-T1, TFCN17334Y5_010357-T1
GF00001789	TFCN17334Y5_000334-T1, TFCN17334Y5_000583-T1
GF00001790	TFCN17334Y5_011460-T1, TFCN17334Y5_004395-T1
GF00001791	TFCN17334Y5_010915-T1, TFCN17334Y5_011552-T1
GF00001792	TFCN17334Y5_006379-T1, TFCN17334Y5_003620-T1
GF00001793	TFCN17334Y5_005913-T1, TFCN17334Y5_002604-T1
GF00001794	TFCN17334Y5_008304-T1, TFCN17334Y5_000930-T1
